feature,importance
Feature_777,0.0002503919930055702
Feature_602,0.0002464447367779776
Feature_89,0.0002444234882022459
Feature_881,0.0002430228647285718
Feature_245,0.00024241972987875578
Feature_331,0.0002379099101769401
Feature_460,0.00023509873325278365
Feature_954,0.00023488247506514413
Feature_199,0.00023083724092982146
Feature_18,0.0002296413360904494
Feature_672,0.0002266102437025889
Feature_170,0.00022587774440119003
Feature_937,0.00022336098680765754
Feature_1000,0.00022278029601848507
Feature_554,0.0002227394011217319
Feature_86,0.0002225411042225484
Feature_753,0.00022140492245955397
Feature_818,0.0002198870813221001
Feature_638,0.00021928899544097394
Feature_825,0.00021715920556148447
Feature_108,0.0002155042322068948
Feature_200,0.00021261565383725556
Feature_806,0.0002119801695454566
Feature_348,0.0002119709038990881
Feature_852,0.000211163237909254
Feature_572,0.00021107146151323208
Feature_99,0.00021087401312900212
Feature_1004,0.00020790235152584098
