feature,mean_absolute_shap
Feature_575,2.9922566907958988e-05
Feature_890,2.9637709710755165e-05
Feature_68,2.9614681021145375e-05
Feature_637,2.9281596460805307e-05
Feature_300,2.9259158148452615e-05
Feature_18,2.9003606127707826e-05
Feature_244,2.8676837729363666e-05
Feature_17,2.859407426474263e-05
Feature_352,2.8171758350619855e-05
Feature_425,2.8153570042010753e-05
Feature_707,2.779350120933657e-05
Feature_618,2.7728190814030998e-05
Feature_53,2.6067964499481268e-05
Feature_619,2.5797766815276197e-05
Feature_794,2.575868936100958e-05
Feature_537,2.5580591412287387e-05
Feature_870,2.4552819078417797e-05
Feature_852,2.454021438555996e-05
Feature_964,2.4438804200599406e-05
Feature_345,2.3993503425003838e-05
Feature_259,2.3946411658354805e-05
Feature_264,2.385045176613475e-05
Feature_383,2.3323428058029113e-05
Feature_860,2.3083476807581623e-05
